,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year_data_collected,Grouped_Sector
1492,Byju’s,2011,Bangalore,EdTech,An Indian educational technology and online tutoring firm,Byju Raveendran,"Owl Ventures, Tiger Global Management",500000000,N/A,2020,Education
1493,Melorra,2015,Bangalore,Jewellery startup,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,"Krishna Kumar, Saroja Yeramilli","Jamshed Jeejeebhoy, Symphony International Holdings",12500000,N/A,2020,
1494,Reliance,1973,Mumbai,Multinational conglomerate company,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources",Dhirubhai Ambani,"Facebook, Google, KKR, Silver Lake",2147483648,N/A,2020,Conglomerate
1495,Inflexor Ventures,2020,Mumbai,FinTech,Experienced Venture Capital-General Partner focused on Technology investments.,"Parampara Capital, Venkat Vallabhaneni, Jatin Desai",N/A,10000000,N/A,2020,Finance
1496,Pandorum,2011,Bangalore,Deeptech startup,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,Tuhin Bhowmick,"021 Capital, Karnataka Information Technology Venture Capital Fund",5060000,N/A,2020,
1497,SpeakIn,2018,Noida,Social Network,"AI-enabled network of speakers and thought leaders, aka. experts",Deepshikha Kumar,Homage Ventures.,0,N/A,2020,
1498,LetsUp,2015,Mumbai,Publication,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",Suhas raikar,N/A,0,N/A,2020,
1499,Newsreach,2018,Gujarat,Publication,NewsReach India offers partner publications a digital footprint,"Darshan Shah, Soniya Kundnani",Mumbai Angels,0,N/A,2020,
1500,Dream11,2008,Mumbai,Entertainment,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,"Bhavit Sheth, Harsh Jain","Steadview Capital, Tencent Holdings",225000000,N/A,2020,
1501,SignalX,2018,Hyderabad,SaaS platform,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",Govind Balachandran,N/A,750000,N/A,2020,
1502,JetSynthesys,2012,Mumbai,Tech,Gaming and entertainment startup,Rajan Navani,"Adar C. Poonawalla, Kris Gopalakrishnan",40000000,N/A,2020,
1503,Vesta Space Technology,2018,Pune,Tech Startup,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,Arun Kumar Sureban,N/A,10000000,N/A,2020,
1504,Dozee,2015,Bangalore,HealthTech,Dozee offers health and wellness monitoring products.,Gaurav Parchani,N/A,1600000,N/A,2020,
1505,Rebel Foods,2011,Pune,Food,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin","Jaydeep Barman, Kallol Banerjee",Coatue Management,50000000,N/A,2020,
1506,Nykaa,2012,Mumbai,Fashion,Cosmetics & beauty products online,Falguni Nayar,Steadview Capital,24700000,N/A,2020,
1507,Ketto,2012,Mumbai,Finance,"Crowdfunding, Charity, E-commerce","Varun Sheth, Kunal Kapoor","Mumbai Angels, Redcliffe Capital",7700000,N/A,2020,
1508,Suryoday,2008,Mumbai,Finance,Banks that extends two distinct fixed deposit schemes,R. Baskar Babu,"Gaja Capital, Kotak Life, Lok Capital",800000,N/A,2020,
1509,SucSEED,2016,Hyderabad,Finance,Venture Partners,Vikrant Varshney,"DR. Moti Vyas, Udit Goyal",1300000,N/A,2020,
1510,Unacademy,2015,Bangalore,EdTech,Unacademy is an Indian online education technology company,"Gaurav Munjal, ?Roman Saini?","Nexus Venture Partners, Sequoia Capital",150000000,N/A,2020,Education
1511,Strata,2019,Bangalore,Real Estate,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments","Lodha, Priyanka Rathore","Propstack, SAIF Partners",19067328,N/A,2020,
1512,3one4 Capital,2016,Bangalore,Venture capital,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,"Pranav Pai, Siddarth Pai",N/A,100000000,N/A,2020,
1513,WE-Hub,2018,Hyderabad,Entreprenurship,WE HUB is the first-of-its-kind and only State-run platform for Women Entrepreneurs.,Deepthi Ravula,N/A,0,N/A,2020,
1514,Zomato,2008,Haryana,Food devlivery,Get online food delivery from restaurants near you,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford",62000000,N/A,2020,
1515,Vicara,2017,Bangalore,Tech Startup,A deep tech startup pioneering in motion-based interfaces and insights.,"Abhishek Satish, Adarsh Warrier",N/A,0,N/A,2020,
1516,Gaana,2010,Gurugram,Entertainment,Gaana is a commercial music streaming service providing free and licensed music.,Pawan Agarwal,"Tencent Holdings, Times Internet",51000000,N/A,2020,
1517,EM3 Agri,2013,Noida,AgriTech,A pioneering organization in the farming-as-a service (FaaS) space,"Rohtash Mal CMD, Adwitiya","Global Innovation Fund, Soros Economic Development Fund",1000000,N/A,2020,
1518,Plum,2013,Thane,Cosmetics,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair",Shankar Prasad,"Ronald Conway, Bay Partners",115000,N/A,2020,
1519,Odwen,2018,Noida,Warehouse,India's first do-it-yourself warehouse management system.,Vijay Anand Bhagavatula,Prospect Partners.,54000,N/A,2020,
1520,Fasal,2018,Bangalore,AgriTech,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,"Ananda Prakash Verma, Shailendra Tiwari","Omnivore, Zeroth.AI",20000,N/A,2020,
1521,Trukky,2015,Ahmedabad,Logistics,"Transportation, logistics services & cargo services.","Saswat Sahu, Rishi Raj",Mumbai Angels.,0,N/A,2020,
1522,BankBazaar,2008,Chennai,Online financial service,Check your latest Credit Score and get your Credit Report online in India for Free,"Adhil Shetty, Arjun Shetty, Rati Shetty","Ramesh Srinivasan, Amazon",9000000,N/A,2020,
1523,Specsmakers,2011,Chennai,Eyeglasses,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",Pratik Shah,Eight Roads Ventures,3000000,N/A,2020,
1524,Grinntech,2013,Dehradun,Battery design,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability","Nikhilesh Mishra, Puneet Jain","Ashok Leyland, V Lakshmi Narayanan",2000000,N/A,2020,
1525,CreditMantri,2012,Chennai,Online credit management startup,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,"Ranjit Punja, R Sudarshan, Gowri Mukherjee","Ranjit Punja, R Sudarshan, Gowri Mukherjee",803146,N/A,2020,
1526,Chai Waale,2018,Chennai,Beverage,Given the rising trend in the number of tea stalls in the city,Vidur Maheswari,"Gunavanth Vaid, Bharat Kumar Sohanraj",238000,N/A,2020,
1527,Deepsync,2018,Bangalore,Tech Startup,"Deepsync is a revolutionary way to record your content, without you really speaking.","Ishan Sharma, Rishikesh Kumar",Venkat Raju,300000,N/A,2020,
1529,ConnectedH,2016,Gurgaon,HealthCare,The company’s vision is simple – Connected Healthcare.,"Shubham Gupta, Suresh Singh",N/A,0,N/A,2020,
1530,Reliance Retail,2006,Mumbai,E-commerce,"Retailer delivering superior value to its customers, suppliers and shareholders.",Mukesh Ambani,Silver Lake Partners,10220000,N/A,2020,Retail
1531,QShala,2014,Bangalore,EdTech,A platform that helps kids learn about life skills,"Sachin Ravi, Raghav Chakravarthy",N/A,300000,N/A,2020,Education
1532,Pitstop,2015,Bangalore,Car Service,"Pitstop owns and operates a network of garages that provides car repair, detailing",Mihir Mohan Mishra,"Clairvest Group, Ontario Centres of Excellence",1020000,N/A,2020,
1533,Zomato,2008,Haryana,Food devlivery,Get online food delivery from restaurants near you,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford",100000000,N/A,2020,
1534,Customfit ai,2019,Bangalore,SaaS startup,Operates on a SaaS model by providing a hyper-personalised website to users.,"Ashwin Kumar, Shoaib Mohammed",N/A,0,N/A,2020,
1535,Nirmata,2013,San Franciscao,Tech,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,"Damien Toledo, Jim Bugwadia, Ritesh Patel","Damien Toledo, Jim Bugwadia, Ritesh Patel",0,N/A,2020,
1536,Hire Me Car,2015,Noida,TravelTech,HireMeCar.com offers customers the fastest and easiest way to plan road travel.,Anmol Singh Jaggi,US based NRI Investors,0,Seed,2020,
1537,Oga Fit,2017,Bangalore,Fitness startup,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Ashish Rawat,"Inflection Point Ventures, Mitesh Shah",0,Pre-series A,2020,
1538,ShipsKart,2018,New Delhi,E-commerce,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.","Dhruv Sawhney, Vivek Sahi, Sunny Bagla",Betatron,200000,Pre-series A,2020,Retail
1539,SquadStack,2014,San Francisco,Tech company,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.","Apurv Agrawal, Kanika Jain, Rishabh Ladha, Vikas Gulati","Chiratae Ventures, Blume Ventures",5000000,Series A,2020,Technology
1540,Financepeer,2017,Mumbai,EdTech,Financepeer is an AI based peer to peer lending platform.,"Debi Prasad Baral, Naveesh Reddy, Rohit Gajbhiye, Sunit Gajbhiye","Ravi Sanghvi, PitchRight Venture",3000000,Pre-series A,2020,Education
1541,Cashify,2009,Gurugram,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",10000000,Debt,2020,Retail
1542,Etrio,2017,Hyderabad,EV startup,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",Deepak MV,HNIs,3000000,Series A,2020,
1543,Codeyoung,2019,Bangalore,EdTech,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,"Shailendra Dhakad, Rupika Taneja",Guild Capital,0,Seed,2020,Education
1544,StayQrious,2020,Bangalore,EdTech,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.","Aanand Srinivas, Avinash Anand, Shankar Ram A",Y Combinator,2000000,Seed,2020,Education
1545,Sunstone Eduversity,2014,Gurugram,EdTech,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,"Ashish Munjal, Piyush Nangru",Prime Venture Partners,3000000,Series A,2020,Education
1546,Infilect,2015,Bangalore,SaaS startup,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,"Anand Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd",1500000,Pre-series A,2020,
1547,MobiGarage,2017,New Delhi,E-commerce,An ecommerce platform for refurbished electronics.,"Vaibhav Kapoor, Pulkit Kapoor",N/A,0,Pre-series A,2020,Retail
1548,Samunnati,2014,Chennai,Agriculture,Samunnati is a financial service provider focused on agri value chains.,Anil Kumar,"responsAbility, Accel",20000000,Debt,2020,
1549,WeInnovate Biosolutions,2016,Pune,Startup laboratory,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,"Dr Milind Choudhari, Dr Prasad Bhagat, and Dr Anupama",Chiratae ventures,0,Seed,2020,
1550,Yummy Corp,2017,"Tangerang, Jawa Barat, Indonesia",Food Industry,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",Mario Suntanu,"Palm Drive Capital, Amatil X Ventures",12000000,Series B,2020,
1551,Smallcase,2015,Bangalore,FinTech,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","Sequoia Capital India, Blume Ventures",13400000,Series B,2020,Finance
1552,Clairvolex,2006,California,Tech Startup,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,Manoj Pillai,"JF Mauritius SPV, IndusAge Partners",2000000,Debt,2020,
1553,Assiduus,2015,Bangalore,E-commerce,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",Somdutta Singh,VC Firm K Partners,1000000,Series A,2020,Retail
1554,Brinton,2014,California,HealthTech,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,Rahul Darda,"India Alternatives Private Equity Fund, Tata Capital",1300000,Debt,2020,
1555,AFK Gaming,2012,Mumbai,Entertainment,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,Nishant Patel,N/A,200000,Pre-series A,2020,
1556,Infarm,2013,Berlin,AgriTech,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,"Erez Galonska, Guy Galonska, Osnat Michaeli","Bonnier Ventures, Hanaco Venture Capital",170000000,Series C,2020,
1557,Zuper,2016,Seattle,SaaS startup,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,Vijay Narasiman,"Gemba Capital, Gunderson Dettmer",1100000,Seed,2020,
1558,mCaffeine,2015,Mumbai,Personal care startup,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",2900000,Series B,2020,
1559,Origa,2013,Andheri,FinTech,The charioteer of your growth at all times.,Shrirang Tambe,"500 Startups, ah! Ventures",2000000,Debt,2020,Finance
1560,GullyBuy Software,2019,Pune,Tech Startup,To deliver a solution that will provide shopping convenience to every consumer in India,Shirish Deodhar,N/A,543000,Pre-series A,2020,
1561,Recordent,2019,Hyderabad,FinTech,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,Harish Mamtani,N/A,0,Seed,2020,Finance
1562,MPL,2018,Bangalore,Entertainment,Mobile Premier League is the mobile e-Sports platform based in India.,"Shubham Malhotra, Sai Srinivas","Base Partners, GO Ventures",90000000,Series C,2020,
1563,Penny,2020,Riyadh,SaaS startup,Offer various development solutions and mainly focus on helping startups,"Iyad Aldalooj, Majid Aldalooj, Mohammed Ibrahim",N/A,1300000,Seed,2020,
1564,Onsitego,2010,Mumbai,Customer service company,Onsitego is a customer service company for device and appliance repairs.,Kunal Mahipal,"Accel, Zodius Capital",30000000,Series B,2020,
1565,Precily,2017,California,SaaS  startup,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,Bharath Rao,"Windrose Capital, Anil Advani",0,Seed,2020,
1566,SmartClean,2017,Singapore,Tech Startup,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, AIM Smart City",3400000,Pre- series A,2020,
1567,ClanConnect,2015,Delhi,Marketing startup,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented","Kunal Kishore Sinha, Sagar Pushp",N/A,600000,Seed,2020,
1568,Servify,2015,Mumbai,Service industry,Servify is a self-learning platform that provides device management services and warranty solutions.,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",23000000,Series C,2020,
1569,ShareChat,2015,Bangalore,Social media,ShareChat is a social networking and regional content platform.,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners",40000000,Pre-series C,2020,
